IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban
49/c1/8026099385.jpg,13232346@N00,50.384519,-4.156878,2,10,71,0.494622408,0.00025373,0.505123956
6d/5e/5547658261.jpg,22119527@N05,46.235583,6.117904,0,0,29,0.999093552,2.15E-06,0.000904237
e0/74/4881950716.jpg,31964246@N04,47.793438,13.054112,0,4,122,0.99982122,4.12E-05,0.000137494
9d/07/104330347.jpg,38983514@N00,41.375649,2.146024,0,0,89,0.837575716,0.002336811,0.160087501
74/ae/4552721240.jpg,49609463@N05,33.90088,35.488586,0,4,225,0.62158143,0.006999559,0.371418998
fa/df/7495555700.jpg,56179255@N02,51.753181,-0.337749,2,11,334,0.002187664,0.002817125,0.994995168
4a/b0/3693304212.jpg,76563685@N00,47.668986,-122.312743,0,5,122,0.992597122,1.56E-05,0.007387205
18/f7/823965675.jpg,10105735@N02,41.485819,-81.795144,0,4,122,0.955113358,0.038968821,0.005917798
ea/66/2972030262.jpg,26582481@N08,41.811833,-87.593666,2,14,220,0.005861878,0.006791413,0.987346734
7d/63/8465229484.jpg,12420978@N07,35.776191,-91.625257,0,4,44,0.975429805,2.71E-06,0.024567507
c7/45/8166629833.jpg,92033577@N00,35.745606,-81.687383,0,5,236,0.999749513,1.00E-05,0.000240538
85/22/6985081361.jpg,35539573@N04,36.987213,-121.925411,0,5,315,0.994270059,0.00083001,0.004899968
7b/ec/5716841072.jpg,49763373@N00,55.439483,21.088171,1,7,116,0.000102734,0.993501787,0.006395427
b3/cd/2645451519.jpg,59813363@N00,-22.973833,-43.226909,0,5,250,0.99609371,0.000518709,0.003387531
28/9d/3605379381.jpg,55756217@N00,34.739813,-83.393247,1,8,151,0.000382787,0.980511791,0.019105521
92/f0/204844862.jpg,24816568@N00,48.844835,2.36,1,8,36,0.300277706,0.571060301,0.128661984
02/2e/321467226.jpg,37996582209@N01,37.387208,-5.991153,0,5,90,0.748690227,0.007855599,0.243454215
fc/cb/3700399768.jpg,25917559@N00,36.016505,-114.738978,2,10,58,0.070916058,0.162429104,0.766654896
33/1c/5921564544.jpg,27478910@N07,28.630562,-13.938732,1,14,364,0.02302371,0.522870298,0.454105951
e1/50/8478736361.jpg,25483059@N08,43.616166,-110.827334,1,6,224,0.001046577,0.979270153,0.01968319
99/2d/10348418174.jpg,8896423@N04,34.112963,-118.180053,2,14,364,0.001222651,0.013603703,0.985173785
e7/9f/7817602010.jpg,83511002@N00,-37.829642,144.98003,1,6,205,0.000930671,0.967041019,0.032028323
e8/93/81469099.jpg,52844334@N00,20.66336,-156.04238,1,8,279,0.00138504,0.946783039,0.05183193
de/db/4228683736.jpg,36993483@N07,30.385564,-86.402149,0,0,39,0.990916229,0.000855148,0.00822866
44/51/7095651035.jpg,49503078599@N01,51.644833,-0.1825,2,10,142,0.000271165,0.252144164,0.747584631
3b/bc/6876398219.jpg,74974329@N03,43.001077,-78.791069,0,1,255,0.614387044,0.004402329,0.38121068
c7/93/5755822203.jpg,38332091@N00,42.766069,-4.627795,2,11,334,0.003548565,0.252432541,0.74401892
ca/18/5876117123.jpg,53022145@N00,50.811561,4.372794,2,12,316,0.495876917,1.56E-06,0.504121503
78/1a/220768835.jpg,85066944@N00,54.762076,17.539672,2,12,294,0.002550639,0.003947022,0.993502332
ed/a8/12104114085.jpg,35034347371@N01,49.282974,-123.109603,0,1,131,0.828077608,0.000464036,0.171458281
00/0f/1431416822.jpg,22392081@N00,37.751808,-122.201598,2,12,149,0.006099175,0.000579627,0.993321138
1d/d1/8401005956.jpg,51035749109@N01,38.888811,-77.013098,2,11,91,0.001874064,0.0070283,0.991097602
95/b7/7735784690.jpg,35034365008@N01,45.52901,-122.66176,0,0,53,0.602792071,0.000409782,0.396798174
bb/dd/4590347965.jpg,77652799@N00,42.657974,-73.770226,2,12,316,0.050878774,0.027301622,0.921819549
35/82/5625437213.jpg,14683455@N00,55.945679,-3.039382,2,12,42,0.014083243,0.064639995,0.921276798
dd/a4/9197115750.jpg,9036889@N06,35.625,139.889833,0,0,54,0.891471148,0.000499737,0.108029092
02/d1/2576731284.jpg,84579857@N00,41.045251,-73.48684,2,10,58,6.61E-05,0.460569243,0.539364704
7b/18/1683492977.jpg,14702447@N00,19.434188,-99.141075,2,12,76,0.034027866,0.062732522,0.903239664
4b/07/3047545299.jpg,21657861@N04,35.871664,14.47895,0,10,169,0.538240957,0.003546669,0.458212412
01/25/5300429615.jpg,73684432@N00,45.405294,9.130282,0,4,16,0.882935811,0.000132485,0.116931785
26/55/7534925260.jpg,69857482@N03,55.436257,-4.626703,0,5,14,0.817624032,7.96E-05,0.182296318
f9/2d/9887720536.jpg,12873985@N00,35.702909,139.4038,2,12,164,0.000585503,0.347833766,0.651580728
08/32/1341821583.jpg,12686674@N02,52.472743,-1.907501,0,5,315,0.995569689,2.82E-07,0.004429879
4e/0f/5696106498.jpg,12554776@N08,48.863366,2.345033,0,5,90,0.656136987,0.002009191,0.341853709
cc/cd/3160005756.jpg,81667090@N00,-33.76618,150.622365,2,12,315,0.351119428,0.289575672,0.359304963
87/e8/5894758654.jpg,20209085@N00,43.935833,5.590777,2,11,200,0.000857645,0.19892335,0.800218955
d4/56/523574471.jpg,14702447@N00,19.434846,-99.144294,2,15,47,0.066368742,0.003097365,0.930533825
b6/f2/5064202600.jpg,89515722@N00,-44.692515,167.890834,1,6,271,0.003028021,0.968605892,0.028366133
c7/24/6017429408.jpg,64655073@N04,44.493987,11.343405,2,11,154,0.131110879,0.041170128,0.827718937
b6/2c/4002699406.jpg,34642691@N08,50.845774,5.699018,2,10,79,0.00152212,0.042378384,0.956099519
24/21/7078008573.jpg,23695938@N00,45.517338,-73.588582,2,12,83,0.480652076,0.001786993,0.517560913
d0/04/15951155.jpg,12037949663@N01,49.283707,-123.107342,0,2,63,0.865725897,0.001799458,0.13247457
b3/c5/5114665764.jpg,12608328@N08,42.580909,-71.438174,0,5,238,0.869373231,7.68E-05,0.130550082
35/8f/8488370804.jpg,84764695@N04,-22.912312,-43.183538,0,5,238,0.998867118,0.000527105,0.000605715
f5/ec/2215081360.jpg,22490717@N02,28.611048,77.211914,2,11,154,0.000869157,0.001077621,0.998053063
82/e9/4517135358.jpg,25305839@N07,35.117031,-89.937767,2,15,181,0.064495311,0.000878299,0.9346264
fd/9c/3960731209.jpg,9420164@N03,21.668675,-158.04791,1,6,48,4.65E-05,0.990210472,0.009742979
db/b4/11155000843.jpg,26265986@N00,51.179333,-1.825667,2,14,140,0.038642327,0.279872185,0.681485446
f8/2c/5303675702.jpg,48600095270@N01,32.847,-117.258834,0,2,240,0.926109222,0.011689445,0.062201419
07/13/4567717001.jpg,33292274@N07,51.513496,-0.159945,2,11,12,6.05E-06,0.000235635,0.999758224
a7/af/7571480382.jpg,31911001@N00,46.33008,-62.343395,2,10,58,0.000499497,0.156052853,0.843447732
d5/4f/3593416019.jpg,37027740@N00,43.680641,-79.337961,0,3,320,0.987951994,0.00014994,0.011898104
08/99/5420956576.jpg,50890464@N07,23.907908,120.524611,1,8,62,0.295501972,0.46524445,0.239253563
ca/a8/1974409982.jpg,15783208@N00,45.518623,-122.706771,2,14,197,0.009669263,0.374975095,0.615355678
86/22/5069651125.jpg,44124466908@N01,37.775333,-122.425834,2,12,76,0.025632537,0.078395238,0.895972236
50/cd/3979896782.jpg,32967855@N06,35.715822,139.595555,2,14,184,0.003674525,0.001800636,0.994524934
2b/bc/4167557377.jpg,39361795@N00,27.743508,-82.759779,2,14,49,0.000225114,0.173380056,0.826394806
d5/ab/3988425885.jpg,31477369@N00,51.510759,-0.077354,2,15,307,0.011743398,0.001741057,0.986515461
a3/01/578743670.jpg,19756080@N00,37.320772,-121.862846,2,12,312,0.00050633,7.31E-05,0.999420545
a3/6e/6970090718.jpg,27917561@N00,32.792839,130.700057,2,10,216,0.244703795,0.007561065,0.747735084
18/bd/472707241.jpg,99282231@N00,40.443542,-79.94178,0,4,16,0.983790291,0.000295449,0.015914213
95/a0/11496820864.jpg,82256568@N03,34.65453,135.428863,0,5,9,0.70383588,0.143641431,0.152522718
ed/c8/2089377912.jpg,40936370@N00,45.837448,4.826248,0,5,250,0.959165703,0.006725509,0.034108751
97/59/8524055725.jpg,47083300@N00,47.726117,8.62873,0,0,122,0.999915963,7.51E-06,7.64E-05
fd/67/473308481.jpg,98046171@N00,49.256188,7.038298,2,15,245,0.000410941,0.000196833,0.999392256
3d/69/1612173313.jpg,78044786@N00,37.810055,-122.410397,2,10,266,0.006884994,0.126982365,0.866132614
b9/e9/5776691831.jpg,9416818@N05,46.554359,6.579737,0,4,16,0.680278514,1.66E-08,0.319721512
1c/2f/5169744887.jpg,21866506@N07,39.495298,46.365737,0,5,21,0.992863056,0.000543924,0.006593093
f1/09/6689158511.jpg,21160385@N02,35.024373,135.770416,2,12,159,1.78E-05,3.79E-05,0.999944246
1c/ba/2692084084.jpg,25146185@N04,37.810668,-122.417414,1,6,194,0.019853579,0.87986891,0.100277586
53/99/58960188.jpg,43552712@N00,41.133158,122.932891,0,1,228,0.504612696,0.011341216,0.484046099
d7/d1/455636775.jpg,44124452748@N01,45.490069,-122.795868,2,10,257,0.15279464,0.025724928,0.821480416
70/48/159138829.jpg,16157180@N00,25.053841,121.541831,0,1,238,0.986817078,0.004600735,0.0085821
df/c3/7430875588.jpg,26445715@N00,52.225282,-2.256102,2,12,53,0.003772123,0.0015124,0.994715718
63/9d/3043177209.jpg,32540418@N02,50.081058,8.238742,0,0,54,0.861932926,0.000869798,0.137197239
a2/66/6184956774.jpg,41894197861@N01,-33.433489,-70.641083,0,5,235,0.94374002,0.055366348,0.00089363
25/54/3799906881.jpg,15155041@N05,35.587927,139.592513,0,5,332,0.787049412,0.007598869,0.205351623
6c/7b/2834794177.jpg,46778425@N00,-42.899538,147.447187,0,0,147,0.545161814,0.009827391,0.445010814
68/5d/250002568.jpg,32781193@N00,46.065727,6.313169,2,15,109,0.011891574,0.001157134,0.986951262
b3/4d/2694176076.jpg,82394503@N00,32.836399,34.988665,2,14,294,0.326142262,0.061570244,0.612287406
59/8c/3782347205.jpg,97241039@N00,49.285541,-123.142619,2,15,319,0.386556252,0.011129378,0.602314361
80/79/4427621950.jpg,48123837@N08,10.936219,108.282966,1,6,357,8.83E-07,0.999991921,7.20E-06
a7/3a/5169603157.jpg,11294595@N05,44.493833,11.3755,2,15,112,0.343386609,0.064620752,0.59199274
34/6d/6905594413.jpg,19953384@N00,32.880524,-117.22764,2,12,42,0.00945594,0.005431472,0.985112546
cb/3b/712331731.jpg,9395016@N08,30.513368,-86.476328,0,2,124,0.997886499,0.00044983,0.001663558
3e/e6/5521077745.jpg,14439816@N06,39.428498,-76.778238,2,12,17,0.423621486,0.000130792,0.576247767
9d/50/8253662095.jpg,44811558@N02,42.415599,-8.451919,1,8,141,0.046376611,0.845008894,0.108614318
fb/20/237080632.jpg,63126465@N00,35.694458,139.792442,0,2,182,0.999759639,1.34E-05,0.000226964
f9/c9/4692333905.jpg,27867609@N03,49.223652,6.101875,0,4,35,0.993210572,0.000258726,0.006530709
b6/76/5965907353.jpg,59261597@N00,56.580938,16.458098,0,5,61,0.973252283,0.000904395,0.025843349
50/b8/80239326.jpg,35468158048@N01,10.264586,-61.462669,0,5,9,0.87064198,0.103395042,0.025963109
e6/7b/2848016343.jpg,97966764@N00,-22.974272,-43.038784,2,12,189,0.185720394,0.127190345,0.687089255
37/52/2549570035.jpg,68089733@N00,43.849493,-102.213181,1,7,116,1.28E-05,0.861001258,0.138985983
37/d2/367346043.jpg,89873814@N00,33.812408,-117.91892,2,12,83,0.001353642,0.008625808,0.990020435
05/e9/8647387007.jpg,9875381@N08,38.9859,-77.473644,1,9,233,0.047595393,0.501814077,0.450590541
e3/46/367553904.jpg,86738118@N00,38.929761,-77.071355,2,14,259,0.113613965,0.004341989,0.882043955
23/c8/176400110.jpg,99373037@N00,11.940585,79.834556,0,4,17,0.865174004,0.001931364,0.13289467
ca/b3/5769287056.jpg,9161595@N03,38.931138,-77.050589,0,5,86,0.599664082,0.004635431,0.395700503
0e/99/144481994.jpg,75897997@N00,61.477603,23.936204,2,14,201,0.066505012,0.230598117,0.702896902
ea/38/11995263583.jpg,92174220@N07,42.3135,12.241166,0,5,280,0.998042238,0.000291083,0.001666675
a3/87/439560036.jpg,49787588@N00,-37.801879,144.984834,2,0,259,0.492286582,0.002065539,0.505647925
e3/07/8544433943.jpg,65745114@N06,26.632584,-81.958156,0,0,122,0.997081211,0.001157409,0.001761487
57/11/5133403366.jpg,54266260@N03,37.806274,-122.45092,1,6,48,0.000252907,0.890044162,0.109702877
72/29/3810299417.jpg,12744273@N06,45.499684,-73.571019,2,12,294,0.04211445,0.075954325,0.88193118
9c/60/4960940279.jpg,53274470@N05,45.528599,3.915939,1,8,338,0.002178421,0.611402457,0.386419098
f8/1f/5115991025.jpg,44343967@N00,24.670636,121.764427,2,12,260,4.53E-05,0.007068206,0.992886433
66/86/9439399864.jpg,95413346@N00,38.921806,-77.036154,0,5,64,0.733867066,0.006501133,0.259631829
45/21/4074436692.jpg,33858110@N05,42.187654,-87.856206,2,12,24,0.000210744,2.40E-05,0.99976537
fa/99/2503528560.jpg,90514086@N00,51.504034,-0.119165,2,15,270,0.2125381,0.025404174,0.762057668
13/18/13169199193.jpg,23317598@N05,25.19997,55.301055,0,4,35,0.884897363,0.000813515,0.114289102
1a/31/9017248987.jpg,62511641@N07,48.848888,2.553639,2,15,178,0.004835474,0.017548127,0.977616308
d9/a6/7101132161.jpg,10845359@N02,45.511373,-122.684792,2,11,254,0.000396881,0.340567399,0.659035715
87/a1/4154401061.jpg,74104856@N00,40.718517,-73.957182,0,0,122,0.999800318,1.99E-05,0.000179836
8b/d4/3488844003.jpg,25817860@N02,45.538786,-122.658269,1,6,191,0.045032781,0.477510336,0.477456752
83/e2/5969133699.jpg,84056180@N00,24.887613,121.322311,0,4,34,0.515178432,0.016070296,0.46875133
2d/1c/7476527024.jpg,19919062@N00,69.572693,20.207247,0,2,26,0.999740804,9.12E-06,0.000250036
0d/ff/8082903573.jpg,62801590@N00,40.702455,-73.987212,0,1,129,0.659932338,0.003047466,0.337020283
c8/08/10555128544.jpg,105373626@N06,41.895666,12.482833,2,11,252,0.002682082,0.018871897,0.978446074
97/88/3938263374.jpg,37503188@N06,52.515711,13.40906,0,5,19,0.977137545,0.012726519,0.010135958
1f/b8/4974412738.jpg,53797264@N06,49.420137,11.102349,0,1,25,0.991971843,0.000335021,0.007693023
fd/02/6041241433.jpg,17464786@N00,52.497243,13.424413,2,0,332,0.438326877,0.02316775,0.538505449
9c/07/249458659.jpg,63561102@N00,40.004245,-88.645452,2,11,77,0.001261575,0.033793408,0.964944943
a7/2b/13068203595.jpg,70008341@N00,50.255091,10.162047,2,12,310,0.005642187,0.109774202,0.884583705
30/4a/4267075916.jpg,71564583@N00,51.421891,-0.083105,2,13,199,0.031686266,0.064887221,0.903426517
9c/7e/6128070899.jpg,98227537@N00,42.401815,-86.287382,2,12,58,0.005090083,0.158682817,0.836227227
b6/05/3381586438.jpg,56999509@N00,32.786038,-96.775678,0,5,35,0.931823919,0.011342093,0.056834068
31/72/175076251.jpg,98479051@N00,37.779669,-122.417135,2,11,252,0.000472832,0.000273317,0.999253926
71/83/248272184.jpg,44543461@N00,40.756782,-73.986091,2,15,125,0.007546588,0.000655038,0.991798339
47/24/3263083128.jpg,15123080@N03,51.581016,5.195889,0,5,14,0.933048729,0.000668519,0.066282771
42/54/3371884603.jpg,21144905@N05,15.881597,108.333091,2,12,68,0.078817497,0.209372843,0.711809702
0a/23/5122801842.jpg,22007612@N05,37.085708,-88.595832,0,5,101,0.874229845,0.070431389,0.05533877
f0/3b/3882207237.jpg,37581433@N03,51.033708,-114.05478,0,5,250,0.996240123,0.00020185,0.003557912
bd/c9/5644407916.jpg,7729940@N06,52.230375,21.006191,0,2,63,0.911786291,0.002077074,0.086136659
8c/46/5164631643.jpg,25258702@N04,53.207799,-0.560131,1,8,141,0.118259531,0.644179132,0.237561359
a9/f1/4857587519.jpg,47471211@N00,43.392356,-4.105968,0,5,69,0.691553968,0.150012486,0.158433633
6b/ab/9903540816.jpg,96705822@N07,51.460287,7.023097,2,10,278,0.424773525,0.000639874,0.574586566
7e/40/7414710224.jpg,34604973@N05,23.475666,120.448166,0,0,83,0.666848524,0.004689119,0.32846242
04/bd/13945501914.jpg,51217574@N00,47.700351,6.63215,1,8,150,0.043801399,0.803207438,0.152991063
9e/49/8569570883.jpg,27703797@N06,-20.172145,57.491319,2,15,348,0.00307715,0.36717362,0.629749267
11/48/3357119481.jpg,17143220@N00,51.381618,-2.365804,2,12,24,0.004382245,0.000252178,0.995365534
47/64/2633594166.jpg,36046484@N00,35.638019,139.631805,2,14,345,0.0224558,0.313743349,0.663800728
a6/7b/2687089888.jpg,51989827@N00,41.412194,2.224044,2,12,316,0.050736532,0.00012404,0.949139395
83/da/185835906.jpg,44124447497@N01,47.05242,8.311071,2,15,348,0.001575019,0.286071798,0.712353179
1b/1d/4905750918.jpg,53006341@N02,-28.070664,153.445358,1,6,48,0.003298298,0.852275035,0.14442668
1b/e1/9029957334.jpg,47099933@N02,-15.815037,-47.905422,2,12,265,0.00108605,0.268011173,0.730902652
28/1f/4549454842.jpg,11561957@N06,51.535054,-0.138638,0,5,315,0.886374779,0.003515363,0.110109728
2d/40/8740910571.jpg,47892278@N05,40.829833,-73.925334,2,12,312,0.001115293,6.09E-05,0.998823798
46/08/5352584067.jpg,57313210@N04,38.716053,-90.768356,0,5,85,0.640452981,0.253740868,0.10580607
cc/af/3674630210.jpg,54169140@N00,37.879666,-122.269,2,12,339,0.227121,0.213843255,0.559035729
32/c4/305840651.jpg,26784941@N00,33.858059,-83.857322,0,2,124,0.934577354,0.007533244,0.057889367
d9/4d/4396514055.jpg,59353887@N00,34.241767,-116.823163,1,6,191,0.00111973,0.514426511,0.484453763
89/81/3098478145.jpg,27423327@N08,41.833614,-87.651,0,1,126,0.991869259,0.003846409,0.00428431
1b/27/8632421552.jpg,76189003@N00,52.238575,5.680339,2,12,159,0.018179119,0.09380604,0.888014894
ab/43/4693491594.jpg,24429508@N00,40.415105,-3.712203,2,11,252,0.007078908,0.001522923,0.991398102
fd/27/13142801904.jpg,39400957@N03,33.809675,-117.922976,0,5,315,0.945839712,0.000328525,0.053831828
da/52/5156651358.jpg,59569311@N00,38.083328,23.986594,1,6,187,0.000626312,0.950590891,0.048782711
b0/0d/13242676784.jpg,115693927@N08,35.848247,139.404169,2,10,293,0.018641899,0.007775648,0.973582597
5d/8c/5279860493.jpg,23604354@N02,51.372895,0.520375,2,14,201,0.267794234,0.151048536,0.581157184
9c/32/5513223625.jpg,58217860@N02,29.569463,-95.087442,0,5,211,0.999975207,4.31E-07,2.44E-05
cd/bf/6096002309.jpg,34413129@N07,48.075488,-4.511914,2,11,91,0.000884957,0.004194693,0.994920419
c0/f6/7651918040.jpg,37885263@N05,-11.74721,-44.902324,2,12,83,0.221312437,0.00091198,0.777775678
ec/d3/8460268016.jpg,23106316@N05,30.254112,-97.575024,2,14,201,0.008467774,0.153068555,0.838463656
55/4b/7943773874.jpg,66801127@N00,30.684204,-88.014264,0,3,169,0.751470949,0.001373727,0.247155422
fd/dd/4195865360.jpg,42697379@N00,25.685535,-100.31115,0,0,122,0.998136792,0.000738921,0.001124096
a6/9c/6813330607.jpg,69870752@N06,53.278609,-3.838906,0,4,295,0.999626342,2.20E-05,0.000351877
94/01/6200913247.jpg,55898913@N04,53.551161,9.992354,2,11,91,0.001956294,0.003472118,0.994571543
1a/3f/3491993824.jpg,29357564@N05,19.844893,79.366178,1,7,116,0.001016833,0.728563885,0.270419325
15/c5/3456634453.jpg,7327243@N05,42.102712,-75.904675,2,12,42,1.33E-06,2.00E-07,0.99999834
e3/ad/6860836246.jpg,9189676@N06,40.689424,-74.045233,2,11,334,0.017659565,0.106873176,0.875467319
f4/92/6747307435.jpg,28577026@N02,34.049175,-118.252673,2,15,181,0.009695226,0.001295371,0.989009322
a5/59/3777889562.jpg,26223114@N02,21.182771,-156.987457,1,8,151,0.000419942,0.675242197,0.324337922
88/89/48532793.jpg,74174844@N00,34.146249,-118.136007,0,2,269,0.633064805,0.020339963,0.346595222
e8/bf/4307360683.jpg,59663349@N00,25.07919,-77.337398,0,3,1,0.99999045,4.02E-07,9.26E-06
83/88/4018916978.jpg,38420959@N08,12.03932,108.391113,2,11,242,0.015751568,0.226743753,0.757504601
2a/cc/2967957599.jpg,22489773@N02,39.913159,116.451644,0,5,235,0.950142574,0.000864184,0.048993337
b3/86/243591383.jpg,83228217@N00,7.884467,98.372268,1,6,194,1.58E-05,0.997747886,0.002236219
75/7c/1536960582.jpg,14505743@N00,-15.796878,-47.879791,0,0,96,0.988986562,0.000600136,0.010413217
5c/a8/69310181.jpg,10081417@N00,-30.036628,-51.236801,0,1,126,0.969843075,0.023483394,0.006673554
e9/42/6185121420.jpg,30146338@N03,47.734251,-3.369223,1,7,350,0.001234036,0.998745987,2.00E-05
10/6b/6203851146.jpg,53628484@N00,42.107166,-71.650334,2,12,310,3.46E-06,7.86E-06,0.999988776
